Id,Organization,License,CertificateCode,CertificateType,CertifiedStatus,Role,Country,CertifiedForestArea,FirstIssueDate,LastIssueDate,ExpiryDate,SuspensionDate,TerminatedDate,Address_City,Address_State,Address_Street,Address_PostalCode,CertificateUrl,SalesActivityStatus
a02Do000001g7aMIAQ,KTHR Gunung Jati,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Hargomulyo,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Jati Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Maju Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Menur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sedyo Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sedyo Rukun,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sekar Pijer,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sido Maju I,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sido Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Sidodadi,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Tani Manunggal,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,KTHR Wono Ngudi Rukun,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a024000000CtG9OAAV,Karangan,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02f300000gIoDNAA0,Karya Bakti,FSC-C140552,SA-FM/COC-006782,FM/COC,Valid,Expired site,INDONESIA,455.80 ha,2019-02-22T00:00:00,2024-02-22T00:00:00,2029-02-21T00:00:00,,,,Province of Jambi,"Jl. Anggrek Poros, Village of Suka Damai, Subdisctrict of Rimbo Ulu",,https://search-api.fsc.org/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a023300000fr8MhAAI,Kelompok Masyarakat Pelestari Hutan (KMPH) Mitra Sesaot,FSC-C134304,SCS-FM-005890,FM,Terminated,Certificate holder,INDONESIA,185.00 ha,2017-02-27T00:00:00,2022-06-30T00:00:00,,,2022-06-30T00:00:00,,Nusa Tenggara Barat,Jl. Pengkoak KM13 Pakuan Village,,https://search-api.fsc.org/api/v1/Certification/a023300000fr8MhAAI/PrintFile?culture=en,
a024y00000m3mMhAAI,Kelompok Pengelola Hutan Rakyat Sumber Sejahtera (KPHRSS),FSC-C162208,SA-FM/COC-008524,FM/COC,Valid,Certificate holder,INDONESIA,618.57 ha,2020-12-07T00:00:00,2026-03-17T00:00:00,2031-03-16T00:00:00,,,,Province of East Java,"Wonosalam Village, Wonosalam Sub district",,https://search-api.fsc.org/api/v1/Certification/a024y00000m3mMhAAI/PrintFile?culture=en,
a0240000005sWSPAA2,Koperasi Alas Mandiri KTI.,FSC-C023796,SA-FM/COC-002083,FM/COC,Valid,Certificate holder,INDONESIA,"1,004.55 ha",2008-12-22T00:00:00,2023-12-22T00:00:00,2028-12-21T00:00:00,,,,Province of East Java,"Condong Village, Gading Subdistrict",67292,https://search-api.fsc.org/api/v1/Certification/a0240000005sWSPAA2/PrintFile?culture=en,
a023300000fRtRwAAK,Koperasi Bromo Mandiri KTI,FSC-C133562,SA-FM/COC-005493,FM/COC,Valid,Certificate holder,INDONESIA,"1,329.76 ha",2017-01-04T00:00:00,2022-01-04T00:00:00,2027-01-03T00:00:00,,,,Province East Java,"Jl. Raya Bromo, Ngepung Village",,https://search-api.fsc.org/api/v1/Certification/a023300000fRtRwAAK/PrintFile?culture=en,
a024000000CzmYsAAJ,Koperasi Graha Mandiri Sentausa (KOGEMES),FSC-C114372,SA-FM/COC-004475,FM/COC,Terminated,Certificate holder,INDONESIA,135.67 ha,2014-08-18T00:00:00,2016-02-01T00:00:00,,,2016-02-01T00:00:00,,Central Java,"Jl.Tersono - Bawang Km 0.5, Sub District Bawang",,https://search-api.fsc.org/api/v1/Certification/a024000000CzmYsAAJ/PrintFile?culture=en,
a0240000005sUVmAAM,Koperasi Hutan Jaya Lestari (KHJL),FSC-C016317,SW-FM/COC-001511,FM/COC,Terminated,Certificate holder,INDONESIA,768.73 ha,2005-05-20T00:00:00,2015-03-30T00:00:00,,,2015-03-30T00:00:00,,,"Jl. Poros Kendari-Torobulu No. 31, Lambakara village, Laeya sub-district, South Konawe district",,https://search-api.fsc.org/api/v1/Certification/a0240000005sUVmAAM/PrintFile?culture=en,
a023300000gBRx3AAG,Koperasi Petani Hutan Rakyat Lestari (KOPEHRAL),FSC-C135275,SCS-FM/COC-005976,FM/COC,Terminated,Certificate holder,INDONESIA,128.59 ha,2017-05-05T00:00:00,2019-05-29T00:00:00,,,2019-05-29T00:00:00,,Central Java,Dusun Sidowayah Desa Gunung Gajah Kecamatan Bayat,57462,https://search-api.fsc.org/api/v1/Certification/a023300000gBRx3AAG/PrintFile?culture=en,
a024y00000jqnJXAAY,Koperasi Produsen Gapoktan Maju Bersama,FSC-C182074,SGSCH-FM/COC-012054,FM/COC,Terminated,Certificate holder,INDONESIA,427.33 ha,2022-10-31T00:00:00,2025-02-19T00:00:00,,,2025-02-19T00:00:00,,Provinsi Lampung,"Desa Kembang Tanjung, Kecamatan Abung Selatan",34581,https://search-api.fsc.org/api/v1/Certification/a024y00000jqnJXAAY/PrintFile?culture=en,
a02Do000001g7aMIAQ,Koperasi Produsen Wana Manunggal Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Certificate holder,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a0240000005sTsfAAE,Koperasi Taman Wijaya Rasa (KOSTAJASA),FSC-C013892,SW-FM/COC-004117,FM/COC,Terminated,Certificate holder,INDONESIA,200.70 ha,2009-06-02T00:00:00,2014-06-01T00:00:00,,,2014-06-01T00:00:00,,Central Java,Jl. Raya Meles Dukuh Cokolan RT. 02 RW. 03 Desa Meles,54363,https://search-api.fsc.org/api/v1/Certification/a0240000005sTsfAAE/PrintFile?culture=en,
a02Do0000070B4IIAU,Koperasi Wailo Wanalestari,FSC-C195880,CU-CW/FM-898641,CW/FM,Valid,Certificate holder,INDONESIA,"57,944.00 ha",2024-04-18T00:00:00,2026-03-04T00:00:00,2029-04-17T00:00:00,,,,Jakarta Barat,"Rukan Puri Niaga I Blok K7 No.I V, Jl Puri Kencana",11610,https://search-api.fsc.org/api/v1/Certification/a02Do0000070B4IIAU/PrintFile?culture=en,
a02f300000gHfNqAAK,Koperasi Wana Lestari Menoreh,FSC-C135817,PBN-FM/COC-058291,FM/COC,Valid,Site,INDONESIA,"1,689.35 ha",2017-05-11T00:00:00,2025-05-31T00:00:00,2027-11-10T00:00:00,,,,DKI Jakarta,"Menara Rajawali, Level 7-1., Jl Dr Ide Anak Agung Gde Agung Lot 5.1, Kawasan Mega Kuningan, Kelurahan Kuningan Timur, Kecamatan Setiabudi",12950,https://search-api.fsc.org/api/v1/Certification/a02f300000gHfNqAAK/PrintFile?culture=en,
a02Do0000010Y1KIAU,Manimbul Sitompul,FSC-C193018,CU-FM/COC-887216,FM/COC,Valid,Site,INDONESIA,205.82 ha,2024-04-09T00:00:00,2024-04-09T00:00:00,2029-04-08T00:00:00,,,,,"Desa Sait Nihuta Kalangan II, Kecamatan Tukka",,https://search-api.fsc.org/api/v1/Certification/a02Do0000010Y1KIAU/PrintFile?culture=en,
a02Do000001g7aMIAQ,Margomulyo II,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a024000000CtG9OAAV,Ngampungan,FSC-C114315,SA-FM/COC-004248,FM/COC,Terminated,Site,INDONESIA,222.18 ha,2013-12-05T00:00:00,2016-03-04T00:00:00,,,2016-03-04T00:00:00,,Jawa Timur,Wonosalam RT/RW: 04/01,,https://search-api.fsc.org/api/v1/Certification/a024000000CtG9OAAV/PrintFile?culture=en,
a02Do000001g7aMIAQ,Ngudi Makmur,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02Do000001g7aMIAQ,PPHR Ngudi Lestari,FSC-C184818,SCS-FM/COC-009564,FM/COC,Valid,Site,INDONESIA,"1,030.01 ha",2023-04-07T00:00:00,2023-04-07T00:00:00,2028-04-06T00:00:00,,,,ID-YO,Koperasi Wana Manunggal Lestari,55861,https://search-api.fsc.org/api/v1/Certification/a02Do000001g7aMIAQ/PrintFile?culture=en,
a02UV00000CIilFYAT,PT Anugerah Rimba Raya,FSC-C216337,PBN-FM/COC-081403,FM/COC,Valid,Certificate holder,INDONESIA,597.00 ha,2025-09-17T00:00:00,2025-09-17T00:00:00,2030-09-16T00:00:00,,,,Jawa Timur,Jalan Lumbang Chayun No. 05,67371,https://search-api.fsc.org/api/v1/Certification/a02UV00000CIilFYAT/PrintFile?culture=en,
a023300000V7jOfAAJ,PT Bina Ovivipari Semesta (PT BIOS),FSC-C125356,NC-FM/COC-021270,FM/COC,Terminated,Site,INDONESIA,"28,220.00 ha",2015-05-18T00:00:00,2019-02-27T00:00:00,,,2019-02-27T00:00:00,,Bali,"Jl. Veteran, Gg Jempinis No.17, Banjar Uma Kepuh, Desa Buduk.",80351,https://search-api.fsc.org/api/v1/Certification/a023300000V7jOfAAJ/PrintFile?culture=en,
a023300000VHS40AAH,PT Bina Ovivipari Semesta (PT BIOS),FSC-C125516,NC-CW/FM-021270,CW/FM,Terminated,Site,INDONESIA,"13,625.00 ha",2015-05-18T00:00:00,2019-02-27T00:00:00,,,2019-02-27T00:00:00,,Bali,"Jl. Veteran, Gg Jempinis No.17, Banjar Uma Kepuh, Desa Buduk.",80351,https://search-api.fsc.org/api/v1/Certification/a023300000VHS40AAH/PrintFile?culture=en,
a024000000OYIOPAA5,PT Bintuni Utama Murni Wood Industries (BUMWI),FSC-C122450,SCS-FM/COC-005054,FM/COC,Terminated,Certificate holder,INDONESIA,"78,083.94 ha",2015-08-04T00:00:00,2023-03-28T00:00:00,,,2023-03-28T00:00:00,,Jakarta Raya,Jalan Raya Rawa Domba No. 5,13440,https://search-api.fsc.org/api/v1/Certification/a024000000OYIOPAA5/PrintFile?culture=en,
a024000000Opoj1AAB,PT Carus Indonesia,FSC-C122684,SCS-FM/COC-005030,FM/COC,Terminated,Certificate holder,INDONESIA,"72,170.00 ha",2014-09-24T00:00:00,2020-07-22T00:00:00,,,2020-07-22T00:00:00,,,MT Haryono Kav 27,12820,https://search-api.fsc.org/api/v1/Certification/a024000000Opoj1AAB/PrintFile?culture=en,
a0240000005sSNaAAM,PT Diamond Raya Timber,FSC-C008121,SGSCH-FM/COC-000659,FM/COC,Valid,Certificate holder,INDONESIA,"85,155.00 ha",2001-03-27T00:00:00,2024-06-06T00:00:00,2027-04-11T00:00:00,,,,Riau Province,Jl. Dr. Sutomo No.62,28141,https://search-api.fsc.org/api/v1/Certification/a0240000005sSNaAAM/PrintFile?culture=en,FSC_Sales
a0240000005sV0ZAAU,PT Erna Djuliawati,FSC-C018226,PBN-FM/COC-001623,FM/COC,Valid,Certificate holder,INDONESIA,"184,206.00 ha",2005-09-06T00:00:00,2025-05-31T00:00:00,2027-10-05T00:00:00,,,,Jakarta,"Gedung Wisma 46 Lt. 37-Kota BNI. Jalan Jenderal Sudirman Kav 1, Karet Tengsin, Tanah Abang",10220,https://search-api.fsc.org/api/v1/Certification/a0240000005sV0ZAAU/PrintFile?culture=en,
a02Do000001gF2RIAU,PT Forestry Ganda Utama,FSC-C185288,SA-FM/COC-013707,FM/COC,Valid,Certificate holder,INDONESIA,"74,147.00 ha",2024-05-07T00:00:00,2024-05-22T00:00:00,2029-05-21T00:00:00,,,,,"Jl. Suryopranoto # 1-9, Komplek Delta Building Blok C No.7,8,9",10160,https://search-api.fsc.org/api/v1/Certification/a02Do000001gF2RIAU/PrintFile?culture=en,
a024000000CznjMAAR,PT Gema Hutani Lestari,FSC-C114373,SA-FM/COC-004224,FM/COC,Valid,Certificate holder,INDONESIA,"148,450.00 ha",2013-11-19T00:00:00,2024-02-06T00:00:00,2029-02-05T00:00:00,,,,,"Jl. Suryopranoto 1-9, Komplek Delta Building Blok C No.7,8,9",10160,https://search-api.fsc.org/api/v1/Certification/a024000000CznjMAAR/PrintFile?culture=en,
a024000000HFr6RAAT,PT Graha Sentosa Permai,FSC-C118412,CU-FM/COC-829036,FM/COC,Valid,Certificate holder,INDONESIA,"45,565.08 ha",2017-03-14T00:00:00,2022-03-14T00:00:00,2027-03-13T00:00:00,,,,,"Ruko Bukit Gading Indah Blok V 8, Kelapa Gading",14240,https://search-api.fsc.org/api/v1/Certification/a024000000HFr6RAAT/PrintFile?culture=en,
a02f300000gJFZlAAO,PT Hutan Ketapang Industri,FSC-C141538,SCS-FM/COC-006339,FM/COC,Valid,Certificate holder,INDONESIA,"93,230.38 ha",2020-03-13T00:00:00,2025-03-30T00:00:00,2030-03-29T00:00:00,,,,Jakarta,Sampoerna Strategic Square North Tower 28th Floor Jl. Jend. Sudirman Kav. 45,12930,https://search-api.fsc.org/api/v1/Certification/a02f300000gJFZlAAO/PrintFile?culture=en,
a02UV000001SKEXYA4,PT Kaltim Hutama,FSC-C200100,SCS-FM/COC-400013,FM/COC,Valid,Certificate holder,INDONESIA,"160,436.82 ha",2024-08-14T00:00:00,2024-08-14T00:00:00,2029-08-13T00:00:00,,,,Jakarta Raya,"Plaza Bank Index Fl 8th Jl. MH Thamrin No 57, Gondangdia, Menteng",10350,https://search-api.fsc.org/api/v1/Certification/a02UV000001SKEXYA4/PrintFile?culture=en,
a023300000d4kJ8AAI,PT Karya Lestari,FSC-C131938,SA-FM/COC-006160,FM/COC,Valid,Certificate holder,INDONESIA,"49,123.00 ha",2018-01-24T00:00:00,2023-01-24T00:00:00,2028-01-23T00:00:00,,,,East Kalimantan,Jl Arief Rahman Hakim no. 66,75117,https://search-api.fsc.org/api/v1/Certification/a023300000d4kJ8AAI/PrintFile?culture=en,
a02Do0000010j9HIAQ,PT Kayu Multiguna Indonesia,FSC-C193658,PBN-FM/COC-036146,FM/COC,Valid,Certificate holder,INDONESIA,"6,661.39 ha",2024-02-15T00:00:00,2025-03-03T00:00:00,2029-02-14T00:00:00,,,,East Java,"Jl. Segoromadu I No. 26, Kel. Segoromadu, Kec. Kebomas",61123,https://search-api.fsc.org/api/v1/Certification/a02Do0000010j9HIAQ/PrintFile?culture=en,
a02Do0000010Y1FIAU,PT Kirana Permata,FSC-C193017,CU-FM/COC-895034,FM/COC,Valid,Certificate holder,INDONESIA,"5,552.13 ha",2023-03-06T00:00:00,2024-06-24T00:00:00,2028-09-07T00:00:00,,,,Sumatera Selatan,"Jl. Lintas Prabumulih – Baturaja Km 44, Desa Aur, Kecamatan Lubai,",31173,https://search-api.fsc.org/api/v1/Certification/a02Do0000010Y1FIAU/PrintFile?culture=en,
a023300000ayfI1AAI,PT Lestari Mahaputra Buana,FSC-C130066,SCS-FM/COC-005581,FM/COC,Valid,Certificate holder,INDONESIA,483.26 ha,2016-05-04T00:00:00,2024-09-25T00:00:00,2029-09-24T00:00:00,,,,West Java,Jl. Raya Padalarang no 273,40553,https://search-api.fsc.org/api/v1/Certification/a023300000ayfI1AAI/PrintFile?culture=en,
a024y00000o7dvbAAA,PT MERANTI MUSTIKA,FSC-C172390,CU-CW/FM-882588,CW/FM,Terminated,Certificate holder,INDONESIA,"49,320.00 ha",2021-11-22T00:00:00,2024-12-31T00:00:00,,,2024-12-31T00:00:00,,Province of Central Kalimantan,Katingan regency,,https://search-api.fsc.org/api/v1/Certification/a024y00000o7dvbAAA/PrintFile?culture=en,
a0240000005sSAnAAM,PT Musi Hutan Persada,FSC-C007328,SGSCH-CW/FM-010071,CW/FM,Valid,Certificate holder,INDONESIA,"155,631.47 ha",2009-04-23T00:00:00,2024-05-16T00:00:00,2026-06-30T00:00:00,,,,Sumatera Selatan,"Jl. Raya PT TEL, Desa Banuayu, Kecamatan Empat Petulai Dangku",31172,https://search-api.fsc.org/api/v1/Certification/a0240000005sSAnAAM/PrintFile?culture=en,
a0240000005sSCwAAM,PT Narkata Rimba,FSC-C007461,CU-FM/COC-813446,FM/COC,Terminated,Certificate holder,INDONESIA,"65,925.00 ha",2011-08-16T00:00:00,2025-06-10T00:00:00,,,2025-06-10T00:00:00,,East Kalimantan,"Jl. Syahrani Dahlan No.9 Harapan Baru,",75131,https://search-api.fsc.org/api/v1/Certification/a0240000005sSCwAAM/PrintFile?culture=en,
a023300000V7jOfAAJ,PT Pandu Maha Wana,FSC-C125356,NC-FM/COC-021270,FM/COC,Terminated,Certificate holder,INDONESIA,"28,220.00 ha",2015-05-18T00:00:00,2019-02-27T00:00:00,,,2019-02-27T00:00:00,,Bali,"Jl. Veteran, Gg Jempinis No.17, Banjar Uma Kepuh, Desa Buduk.",80351,https://search-api.fsc.org/api/v1/Certification/a023300000V7jOfAAJ/PrintFile?culture=en,
a023300000VHS40AAH,PT Pandu Maha Wana,FSC-C125516,NC-CW/FM-021270,CW/FM,Terminated,Certificate holder,INDONESIA,"13,625.00 ha",2015-05-18T00:00:00,2019-02-27T00:00:00,,,2019-02-27T00:00:00,,Bali,"Jl. Veteran, Gg Jempinis No.17, Banjar Uma Kepuh, Desa Buduk.",80351,https://search-api.fsc.org/api/v1/Certification/a023300000VHS40AAH/PrintFile?culture=en,
a0240000005sU5rAAE,PT Perhutani - KPH Lawu,FSC-C014710,SW-FM/COC-162,FM/COC,Terminated,Certificate holder,INDONESIA,0.00 ha,2000-03-15T00:00:00,2003-05-08T00:00:00,2005-03-14T00:00:00,,2003-05-08T00:00:00,,Jakarta,Mangala Wanabakti Building,10270,https://search-api.fsc.org/api/v1/Certification/a0240000005sU5rAAE/PrintFile?culture=en,
a024000000E7h5QAAR,PT Ratah Timber,FSC-C115501,SGSCH-FM/COC-012044,FM/COC,Valid,Certificate holder,INDONESIA,"83,362.00 ha",2013-03-15T00:00:00,2023-03-07T00:00:00,2028-03-06T00:00:00,,,,DKI Jakarta,"Ruko Grand ITC Permata Hijau Blok Sapphire No.7-8, Jl. Arteri Raya Permata Hijau, Kebayoran Lama",12210,https://search-api.fsc.org/api/v1/Certification/a024000000E7h5QAAR/PrintFile?culture=en,
a0240000005sSmMAAU,PT Riau Andalan Pulp and Paper Forestry Division (Riaufiber),FSC-C009657,SW-CW/FM-003712,CW/FM,Terminated,Certificate holder,INDONESIA,"349,957.00 ha",2008-12-30T00:00:00,2011-09-09T00:00:00,,,2011-09-09T00:00:00,,,"Complex PT. Riau Andalan Pulp and Paper,",,https://search-api.fsc.org/api/v1/Certification/a0240000005sSmMAAU/PrintFile?culture=en,
a023300000ZZVk4AAH,PT Rizki Kacida Reana,FSC-C129145,SA-FM/COC-006178,FM/COC,Valid,Certificate holder,INDONESIA,"55,150.00 ha",2018-02-02T00:00:00,2024-07-22T00:00:00,2029-07-21T00:00:00,,,,"West Cilandak, Cilandak, South Jakarta",Jl. RS. Fatmawati No. 20,12430,https://search-api.fsc.org/api/v1/Certification/a023300000ZZVk4AAH/PrintFile?culture=en,
a0240000007S9KhAAK,PT Roda Mas Timber Kalimantan,FSC-C106827,SA-FM/COC-005699,FM/COC,Terminated,Certificate holder,INDONESIA,"70,324.64 ha",2012-04-29T00:00:00,2022-11-25T00:00:00,,,2022-11-25T00:00:00,,,"Grand ITC Permata Hijau, Blok Sapphire No. 7&8, Jl. Arteri Permata Hijau",,https://search-api.fsc.org/api/v1/Certification/a0240000007S9KhAAK/PrintFile?culture=en,
a02f300000k6CkrAAE,PT Sani Mardani Resources,FSC-C153944,SCS-FM/COC-007105,FM/COC,Valid,Certificate holder,INDONESIA,"63,253.00 ha",2019-12-18T00:00:00,2024-12-18T00:00:00,2029-12-17T00:00:00,,,,-,"Office 88 Tower A Lt. 30 Unit E Kata Kasablanka, JI. Casablanca Raya Kav. 88",,https://search-api.fsc.org/api/v1/Certification/a02f300000k6CkrAAE/PrintFile?culture=en,
a0240000005sVxLAAU,PT Sari Bumi Kusuma,FSC-C021870,NC-FM/COC-002645,FM/COC,Terminated,Certificate holder,INDONESIA,"147,600.00 ha",2007-09-26T00:00:00,2024-07-04T00:00:00,,,2024-07-04T00:00:00,,Jakarta,Jl. Balikpapan Raya No. 14,10130,https://search-api.fsc.org/api/v1/Certification/a0240000005sVxLAAU/PrintFile?culture=en,
a02UV000000ySavYAE,PT Semeru Makmur Kayunusa,FSC-C199529,PBN-FM/COC-076518,FM/COC,Valid,Certificate holder,INDONESIA,"15,913.70 ha",2024-05-08T00:00:00,2025-03-03T00:00:00,2029-05-07T00:00:00,,,,East Java,"Jl. Raya Klakah Km.3, Desa. Kebonan, Kecamatan Klakah",67356,https://search-api.fsc.org/api/v1/Certification/a02UV000000ySavYAE/PrintFile?culture=en,
a0240000005vtjMAAQ,PT Suka Jaya Makmur,FSC-C102305,CU-FM/COC-812699,FM/COC,Valid,Certificate holder,INDONESIA,"171,300.00 ha",2010-09-30T00:00:00,2024-08-02T00:00:00,2027-06-30T00:00:00,,,,,Jl. Balikpapan Raya 14,,https://search-api.fsc.org/api/v1/Certification/a0240000005vtjMAAQ/PrintFile?culture=en,
a023300000fzJrcAAE,PT Sumalindo Lestari Jaya IV,FSC-C134794,SGS-CW/FM-010986,CW/FM,Terminated,Certificate holder,INDONESIA,"63,550.00 ha",2017-04-03T00:00:00,2018-11-06T00:00:00,,,2018-11-06T00:00:00,,,"Jl. Dr. Cipto Mangunkusumo, Sengkotek Loa Janan, Samarinda",75008,https://search-api.fsc.org/api/v1/Certification/a023300000fzJrcAAE/PrintFile?culture=en,
